,Unnamed: 0,match_id,result,goals,team_id,team_name,team_rating,date,won_corners,att_sv_low_centre,won_contest,total_tackle,aerial_lost,possession_percentage,accurate_pass,total_pass,att_sv_low_right,total_throws,shot_off_target,total_offside,blocked_scoring_att,ontarget_scoring_att,att_miss_high_right,aerial_won,att_miss_high,att_miss_left,total_scoring_att,fk_foul_lost,att_miss_right,att_goal_low_left,att_sv_low_left,att_goal_low_centre,att_miss_high_left,att_sv_high_centre,att_goal_low_right,att_sv_high_right,att_sv_high_left,att_pen_goal,att_goal_high_right,att_goal_high_left,post_scoring_att,att_post_left,att_post_right,att_post_high,att_goal_high_centre,penalty_save
593,593,959825,3,2,259,Swansea,6.802857142857139,24/10/2015,6,2,6,16,22,52.1,317,419,0,25,5,4,1,4,0,22,1,2,10,8,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
594,594,959826,0,1,183,Bournemouth,6.293571428571429,25/10/2015,4,0,8,28,19,45.8,302,401,1,24,6,3,2,3,0,12,0,3,11,8,2,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
595,595,959826,3,5,30,Tottenham,7.288571428571429,25/10/2015,5,2,6,24,12,54.2,403,490,1,23,2,5,3,9,0,19,0,1,14,15,0,2,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0
596,596,959827,3,1,14,Leicester,7.223846153846151,24/10/2015,3,1,12,21,27,47.7,327,426,0,22,5,2,4,3,2,20,0,1,12,7,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
597,597,959827,0,0,162,Crystal Palace,6.43,24/10/2015,2,1,9,15,20,52.3,347,456,0,37,3,3,2,4,0,27,0,1,9,11,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
598,598,959828,1,1,26,Liverpool,6.857142857142861,25/10/2015,10,0,14,23,20,60.3,484,586,1,18,8,4,5,2,1,15,3,1,15,8,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
599,599,959828,1,1,18,Southampton,6.82,25/10/2015,7,1,6,29,15,39.7,279,383,0,25,3,2,2,3,1,20,1,1,8,11,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
600,600,959829,1,0,32,Manchester United,6.827142857142861,25/10/2015,6,0,13,19,15,58.7,446,543,1,28,2,0,3,1,0,23,0,0,6,17,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
601,601,959829,1,0,167,Manchester City,6.770714285714281,25/10/2015,4,0,8,28,23,41.3,279,386,1,25,2,0,3,1,0,15,0,1,6,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,602,959830,0,0,168,Norwich,6.65083333333333,24/10/2015,13,1,10,8,25,60.6,377,466,0,17,9,4,4,3,0,24,3,3,16,11,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
603,603,959830,3,1,175,West Bromwich Albion,7.158461538461539,24/10/2015,3,1,5,10,24,39.4,196,316,0,16,3,0,0,4,0,25,2,0,7,6,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
604,604,959831,0,0,96,Stoke,6.25928571428572,24/10/2015,11,0,7,19,13,66.2,440,526,0,25,8,8,3,0,0,13,1,1,11,10,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
605,605,959831,3,2,27,Watford,7.123571428571429,24/10/2015,5,1,3,20,13,33.8,188,269,0,18,5,0,5,3,0,13,0,1,13,18,0,1,0,0,2,0,1,0,0,0,0,0,2,0,0,2,0,0
606,606,959832,3,3,16,Sunderland,7.27571428571429,25/10/2015,1,0,5,14,14,39.7,220,311,0,23,1,0,5,3,0,17,0,0,9,12,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
607,607,959832,0,0,23,Newcastle United,6.367142857142861,25/10/2015,10,1,15,19,17,60.3,364,456,3,22,8,1,5,8,0,14,1,2,21,10,4,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
608,608,959833,3,2,29,West Ham,6.885,24/10/2015,7,2,11,17,15,45.5,282,370,0,26,4,4,3,5,1,13,2,0,12,10,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
609,609,959833,0,1,15,Chelsea,6.568571428571429,24/10/2015,4,0,13,18,13,54.5,365,457,2,22,5,5,0,4,1,15,1,1,9,12,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
610,610,959834,0,1,15,Chelsea,6.61571428571428,31/10/2015,1,0,11,35,13,42.6,326,418,0,18,2,3,4,2,0,14,0,1,8,9,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
611,611,959834,3,3,26,Liverpool,6.947857142857139,31/10/2015,7,2,9,27,14,57.4,468,568,0,37,5,2,4,7,0,13,1,4,16,21,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
612,612,959835,1,0,162,Crystal Palace,6.96583333333333,31/10/2015,7,1,10,20,15,44.6,271,355,2,28,3,0,2,5,0,15,0,2,10,12,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
613,613,959835,1,0,32,Manchester United,6.752857142857139,31/10/2015,3,0,5,23,15,55.4,375,456,0,14,2,1,2,1,0,15,1,0,5,15,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
614,614,959836,3,6,31,Everton,7.33928571428572,01/11/2015,6,1,7,8,13,67.4,619,687,1,17,5,3,2,8,0,12,1,2,15,6,1,0,0,2,1,0,1,1,0,0,1,1,0,0,0,0,0,0
615,615,959836,0,2,16,Sunderland,6.49571428571429,01/11/2015,1,5,13,19,12,32.6,253,326,0,17,3,2,5,9,0,13,0,0,17,5,1,2,0,0,0,0,0,1,1,0,0,0,2,2,0,0,0,0
616,616,959837,3,2,167,Manchester City,6.887857142857139,31/10/2015,12,1,8,16,10,70.8,648,722,0,21,10,4,6,5,1,21,0,2,21,4,6,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0
617,617,959837,0,1,168,Norwich,6.217142857142861,31/10/2015,4,1,8,15,21,29.2,215,296,0,12,1,0,1,3,0,10,0,0,5,13,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
618,618,959838,3,1,96,Stoke,7.052142857142861,02/03/2016,5,0,9,29,26,55.3,369,459,0,16,5,1,2,2,1,12,2,1,9,11,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
619,619,959838,0,0,23,Newcastle United,6.655,02/03/2016,1,1,14,18,12,44.7,283,373,0,26,1,1,1,3,1,26,0,0,5,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
620,620,959839,1,0,168,Norwich,6.873571428571429,12/03/2016,4,0,3,27,32,33.9,221,319,0,23,4,2,1,0,0,23,1,0,5,15,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
621,621,959839,1,0,167,Manchester City,7.012142857142861,12/03/2016,8,2,11,21,23,66.1,528,625,0,21,5,1,7,3,0,32,2,2,15,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
622,622,959840,3,4,26,Liverpool,7.8057142857142905,20/04/2016,9,2,10,19,9,66.6,513,595,1,19,14,2,10,13,0,12,4,3,37,8,5,2,3,0,2,1,1,1,1,0,1,0,0,0,0,0,0,0
623,623,959840,0,0,31,Everton,6.062142857142861,20/04/2016,1,0,9,17,12,33.4,200,311,0,18,2,1,1,0,1,9,1,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624,624,959841,0,0,183,Bournemouth,6.136428571428571,02/04/2016,4,1,12,17,7,45.6,384,459,1,23,5,2,4,2,0,11,1,3,11,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,625,959841,3,4,167,Manchester City,7.60642857142857,02/04/2016,4,0,13,27,11,54.4,470,557,1,18,8,4,0,7,2,7,2,3,15,8,0,1,2,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0
626,626,959842,1,1,15,Chelsea,6.760714285714291,05/03/2016,8,3,11,18,14,48.7,357,441,1,21,8,3,5,7,0,13,2,1,20,9,3,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
627,627,959842,1,1,96,Stoke,6.877142857142861,05/03/2016,4,2,18,21,13,51.3,388,477,2,23,8,4,4,5,0,14,3,1,17,10,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
628,628,959843,0,1,96,Stoke,6.635,12/03/2016,1,1,12,21,20,60.6,438,535,0,25,7,0,4,2,1,25,2,1,13,13,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
629,629,959843,3,2,18,Southampton,6.843571428571429,12/03/2016,4,0,9,20,25,39.4,252,345,0,24,5,1,2,4,1,20,1,0,11,12,0,0,0,0,2,0,1,1,1,0,0,0,1,0,0,1,1,0
630,630,959844,3,3,32,Manchester United,6.782857142857139,28/02/2016,2,1,6,24,10,38.9,265,347,1,18,1,2,1,5,1,4,0,0,7,21,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
631,631,959844,0,2,13,Arsenal,6.5214285714285705,28/02/2016,3,2,11,14,4,61.1,457,543,0,26,5,1,3,5,0,10,1,3,13,15,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
632,632,959845,3,1,14,Leicester,7.14,03/04/2016,7,2,9,22,28,46.0,265,364,0,26,2,2,5,4,0,17,0,2,11,12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633,633,959845,0,0,18,Southampton,6.662857142857139,03/04/2016,8,1,8,20,17,54.0,322,407,0,28,5,2,3,2,1,28,1,2,10,13,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
634,634,959846,0,1,162,Crystal Palace,6.520714285714281,06/03/2016,6,1,9,13,20,38.5,230,342,0,19,6,3,4,4,0,17,1,2,14,12,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
635,635,959846,3,2,26,Liverpool,6.85,06/03/2016,6,2,8,23,17,61.5,467,564,1,14,6,2,8,5,0,20,2,1,19,16,2,0,0,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0
636,636,959847,3,3,16,Sunderland,7.3514285714285705,11/05/2016,5,4,4,12,14,37.7,260,352,0,19,3,2,3,8,0,15,0,0,14,15,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0
637,637,959847,0,0,31,Everton,6.366923076923079,11/05/2016,5,1,7,19,15,62.3,493,596,1,20,5,1,6,6,0,14,0,3,17,7,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0
638,638,959848,1,1,23,Newcastle United,6.70571428571429,19/04/2016,5,2,14,19,22,43.2,277,393,0,26,2,2,0,3,0,14,1,0,5,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
639,639,959848,1,1,167,Manchester City,6.818571428571429,19/04/2016,3,2,7,27,14,56.8,390,522,1,33,3,3,1,5,0,22,0,1,9,8,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
640,640,959849,1,1,26,Liverpool,6.815,02/04/2016,12,2,6,29,17,42.2,256,367,3,16,2,0,6,7,0,8,1,1,15,11,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
641,641,959849,1,1,30,Tottenham,7.18769230769231,02/04/2016,9,1,20,17,8,57.8,410,520,1,24,7,1,6,5,0,17,0,5,18,11,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
642,642,959850,0,2,31,Everton,6.662142857142861,05/03/2016,9,2,11,19,12,41.6,274,343,1,13,2,1,5,8,0,8,0,1,15,12,1,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0
643,643,959850,3,3,29,West Ham,7.162142857142861,05/03/2016,6,2,7,23,8,58.4,416,476,0,14,7,3,5,5,0,12,1,4,17,13,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
644,644,959851,3,3,29,West Ham,7.26857142857143,20/04/2016,4,1,19,18,12,46.2,293,376,1,25,6,2,5,7,1,15,2,3,18,11,0,1,2,1,0,0,1,0,0,2,0,0,0,0,0,0,0,1
645,645,959851,0,1,27,Watford,6.26928571428571,20/04/2016,2,2,10,25,15,53.8,344,438,0,22,2,2,1,4,1,12,0,0,7,17,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
646,646,959852,0,1,18,Southampton,6.456428571428571,27/02/2016,7,1,4,14,18,34.6,256,338,0,13,3,5,2,2,0,12,1,1,7,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647,647,959852,3,2,15,Chelsea,6.92428571428572,27/02/2016,8,1,15,13,12,65.4,576,660,0,13,9,2,3,4,2,18,2,3,16,11,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
648,648,959853,3,1,32,Manchester United,6.913571428571429,03/04/2016,5,0,8,13,9,54.4,422,514,1,27,3,2,5,2,0,10,0,2,10,15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649,649,959853,0,0,31,Everton,6.64076923076923,03/04/2016,5,1,9,30,10,45.6,325,428,0,21,1,3,5,1,0,9,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
650,650,959854,3,4,167,Manchester City,7.632142857142861,05/03/2016,9,1,9,17,15,71.2,739,811,0,16,10,2,3,9,1,9,1,3,22,10,3,3,0,1,1,3,0,1,0,0,0,0,1,0,1,0,0,0
651,651,959854,0,0,24,Aston Villa,6.09428571428571,05/03/2016,1,0,6,23,9,28.8,251,328,1,10,0,0,1,1,0,15,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652,652,959855,1,2,15,Chelsea,6.89428571428571,19/03/2016,10,2,15,18,23,59.4,429,534,0,20,11,1,6,5,2,18,4,3,22,13,2,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
653,653,959855,1,2,29,West Ham,6.802142857142861,19/03/2016,9,2,5,20,18,40.6,263,364,1,8,3,2,4,6,0,23,0,2,13,14,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
654,654,959856,3,2,96,Stoke,6.787142857142861,27/02/2016,11,1,9,10,14,55.3,391,492,0,26,6,2,2,3,0,19,2,2,11,7,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0
655,655,959856,0,1,24,Aston Villa,6.5,27/02/2016,0,0,5,15,19,44.7,305,408,0,20,4,2,0,1,0,14,0,2,5,15,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
656,656,959857,3,3,168,Norwich,6.873571428571429,02/04/2016,6,2,7,11,15,42.7,233,344,0,19,5,4,2,6,0,19,2,1,13,6,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
657,657,959857,0,2,23,Newcastle United,6.63923076923077,02/04/2016,5,0,6,12,19,57.3,371,475,2,31,7,3,1,5,1,15,2,3,13,11,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0
658,658,959858,0,1,23,Newcastle United,6.588571428571429,05/03/2016,5,0,15,26,24,49.3,325,433,1,19,5,1,6,3,0,12,1,3,14,14,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
659,659,959858,3,3,183,Bournemouth,7.256428571428571,05/03/2016,4,1,19,20,12,50.7,341,448,1,29,4,1,7,5,0,24,1,3,16,8,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
660,660,959859,0,0,162,Crystal Palace,6.786428571428571,19/03/2016,10,0,18,15,25,55.9,325,428,1,34,7,0,2,4,0,28,0,1,13,9,5,0,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
661,661,959859,3,1,14,Leicester,7.257142857142861,19/03/2016,7,1,13,28,28,44.1,233,346,1,19,3,0,2,3,0,25,1,1,8,13,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
662,662,959860,3,2,30,Tottenham,7.057857142857139,28/02/2016,7,4,5,11,15,57.2,349,450,3,35,13,3,6,15,0,22,4,3,34,11,6,1,3,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
663,663,959860,0,1,259,Swansea,6.812857142857139,28/02/2016,7,0,3,18,22,42.8,218,335,1,13,2,3,4,4,0,15,1,0,10,14,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
664,664,959861,1,2,96,Stoke,6.886153846153849,02/04/2016,5,2,7,16,7,47.2,360,449,0,17,5,5,2,5,3,11,1,0,12,6,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
665,665,959861,1,2,259,Swansea,6.647142857142861,02/04/2016,5,1,8,12,11,52.8,415,490,0,15,5,1,4,3,0,7,3,1,12,16,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666,666,959862,1,1,18,Southampton,6.76357142857143,05/03/2016,12,1,10,10,19,65.1,392,496,0,19,4,1,7,5,0,23,2,1,16,9,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
667,667,959862,1,1,16,Sunderland,6.7735714285714295,05/03/2016,2,1,9,12,23,34.9,148,265,0,19,4,1,4,3,1,19,2,0,11,9,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
668,668,959863,0,0,31,Everton,6.39769230769231,19/03/2016,7,0,9,24,13,54.3,397,506,2,27,5,1,1,2,1,11,0,2,8,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
669,669,959863,3,2,13,Arsenal,7.36,19/03/2016,5,1,19,20,11,45.7,360,449,0,19,4,3,4,3,0,13,1,1,11,10,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
670,670,959864,1,0,27,Watford,6.822307692307691,27/02/2016,4,0,9,14,22,46.9,207,313,0,21,9,3,4,1,3,14,1,3,14,14,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
671,671,959864,1,0,183,Bournemouth,6.9364285714285705,27/02/2016,5,1,13,20,14,53.1,258,350,1,28,4,3,4,3,0,22,2,1,11,16,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
672,672,959865,1,0,16,Sunderland,7.073333333333331,02/04/2016,9,2,11,16,18,56.8,286,395,3,25,9,5,7,6,0,16,0,2,22,11,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
673,673,959865,1,0,175,West Bromwich Albion,6.8114285714285705,02/04/2016,3,0,8,13,16,43.2,188,305,0,22,2,0,1,0,0,18,0,0,3,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
674,674,959866,3,1,259,Swansea,6.99928571428571,05/03/2016,5,0,8,20,27,55.8,310,428,1,32,5,3,2,3,1,12,1,2,10,14,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
675,675,959866,0,0,168,Norwich,6.721428571428571,05/03/2016,0,0,9,15,12,44.2,233,341,2,21,3,3,2,3,0,27,1,2,8,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
676,676,959867,0,0,167,Manchester City,7.012142857142861,20/03/2016,11,0,20,21,10,54.5,372,454,1,28,16,2,7,3,3,24,2,7,26,9,2,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0
677,677,959867,3,1,32,Manchester United,7.0571428571428605,20/03/2016,5,1,14,26,24,45.5,299,398,1,27,0,1,1,4,0,10,0,0,5,12,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
678,678,959868,3,3,175,West Bromwich Albion,6.89357142857143,27/02/2016,3,1,9,14,27,46.1,266,370,0,20,5,1,1,5,1,29,0,1,11,14,2,0,1,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0
679,679,959868,0,2,162,Crystal Palace,6.54571428571429,27/02/2016,6,0,8,11,29,53.9,307,427,0,16,8,1,5,2,1,27,1,1,15,16,3,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0
680,680,959869,1,2,29,West Ham,6.695,02/04/2016,4,1,15,12,19,66.6,412,499,1,24,6,2,6,6,0,18,1,3,18,12,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
681,681,959869,1,2,162,Crystal Palace,6.75153846153846,02/04/2016,5,1,9,18,18,33.4,155,227,1,15,4,5,3,5,1,19,1,0,12,19,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
682,682,959870,1,2,30,Tottenham,6.8907142857142905,05/03/2016,9,5,9,30,16,51.8,317,423,0,34,7,2,8,11,0,9,1,2,26,10,4,0,1,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0
683,683,959870,1,2,13,Arsenal,6.8985714285714295,05/03/2016,2,0,11,25,9,48.2,295,414,0,28,2,1,4,4,0,16,0,2,10,10,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
684,684,959871,1,1,23,Newcastle United,6.927857142857139,20/03/2016,3,3,15,24,17,59.9,341,434,3,29,7,1,2,8,1,23,1,3,17,14,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
685,685,959871,1,1,16,Sunderland,6.83071428571429,20/03/2016,5,0,11,25,23,40.1,198,299,0,17,7,1,3,4,2,17,0,3,14,7,2,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0
686,686,959872,3,1,29,West Ham,6.99071428571429,27/02/2016,5,0,13,17,17,52.8,296,417,1,26,6,0,0,3,0,15,2,1,9,11,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
687,687,959872,0,0,16,Sunderland,6.69666666666667,27/02/2016,6,2,7,26,15,47.2,246,377,0,39,6,2,3,4,0,17,1,0,13,9,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
688,688,959873,0,1,24,Aston Villa,6.543571428571429,09/04/2016,3,0,18,22,20,41.4,285,381,0,29,5,2,0,1,1,16,2,0,6,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
689,689,959873,3,2,183,Bournemouth,6.83,09/04/2016,8,0,9,13,16,58.6,452,548,0,27,6,1,3,3,0,20,1,2,12,11,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
690,690,959874,0,0,27,Watford,6.91428571428571,05/03/2016,3,1,13,27,22,50.2,301,413,0,23,4,2,3,4,1,28,0,1,11,10,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0
691,691,959874,3,1,14,Leicester,7.15142857142857,05/03/2016,8,3,12,26,28,49.8,307,415,0,24,7,1,0,7,0,22,0,3,14,11,3,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
692,692,959875,3,3,18,Southampton,7.175,20/03/2016,3,0,9,18,14,49.2,379,466,1,13,6,3,5,5,1,20,2,2,16,10,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
693,693,959875,0,2,26,Liverpool,6.652142857142861,20/03/2016,5,1,14,11,20,50.8,385,485,1,23,3,2,6,8,0,14,1,1,17,13,1,1,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
694,694,959876,0,1,13,Arsenal,6.79153846153846,02/03/2016,7,0,13,28,4,62.6,536,621,1,22,7,3,6,4,0,6,0,1,17,8,3,0,1,0,1,1,1,0,0,0,0,0,2,0,1,1,0,0
695,695,959876,3,2,259,Swansea,6.796428571428571,02/03/2016,3,0,9,19,6,37.4,292,369,0,16,5,3,4,2,0,4,1,3,11,11,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
696,696,959877,3,1,162,Crystal Palace,7.215,09/04/2016,10,1,12,11,31,52.0,187,315,2,28,5,3,1,7,0,28,0,2,13,13,2,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0
697,697,959877,0,0,168,Norwich,6.57928571428571,09/04/2016,4,1,9,7,28,48.0,173,301,0,37,6,2,3,4,2,31,1,1,13,10,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
698,698,959878,3,1,175,West Bromwich Albion,6.96,06/03/2016,4,0,7,19,16,46.6,309,439,1,29,3,5,4,2,0,20,0,3,9,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
699,699,959878,0,0,32,Manchester United,6.516428571428571,06/03/2016,5,0,14,28,20,53.4,364,503,0,19,2,1,4,1,0,16,1,0,7,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
700,700,959879,3,1,259,Swansea,7.04,19/03/2016,4,0,7,19,22,53.8,389,466,0,28,6,3,3,1,1,18,1,1,10,9,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
701,701,959879,0,0,24,Aston Villa,6.822307692307691,19/03/2016,6,1,14,27,18,46.2,284,387,1,31,4,0,6,2,0,22,2,0,12,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
702,702,959880,0,1,24,Aston Villa,6.66461538461538,01/03/2016,9,1,9,19,12,46.8,374,457,0,26,4,0,5,5,0,15,0,1,14,8,1,0,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0
703,703,959880,3,3,31,Everton,7.1821428571428605,01/03/2016,8,2,6,20,15,53.2,442,537,0,16,1,1,2,7,0,12,1,0,10,7,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
704,704,959881,3,4,26,Liverpool,7.14928571428571,10/04/2016,6,1,10,18,11,52.9,396,485,1,23,4,1,4,6,0,3,0,1,14,14,2,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0
705,705,959881,0,1,96,Stoke,6.322142857142861,10/04/2016,3,0,10,19,3,47.1,339,429,0,17,6,3,2,3,0,11,2,2,11,14,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
706,706,959882,3,2,13,Arsenal,7.37071428571428,21/04/2016,2,2,19,12,15,71.4,641,723,1,16,6,3,3,7,3,23,0,0,16,14,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
707,707,959882,0,0,175,West Bromwich Albion,6.317142857142861,21/04/2016,6,0,5,17,23,28.6,186,274,0,15,4,0,3,1,0,15,0,1,8,14,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
708,708,959883,3,3,30,Tottenham,7.347857142857139,20/03/2016,4,2,6,20,9,62.8,520,601,2,25,8,3,1,8,1,16,2,5,17,11,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
709,709,959883,0,0,183,Bournemouth,6.3592857142857095,20/03/2016,5,0,20,20,16,37.2,253,338,0,36,2,5,0,0,0,9,1,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
710,710,959884,3,2,183,Bournemouth,7.062142857142861,01/03/2016,10,1,7,12,27,45.4,244,336,1,24,2,1,3,4,0,20,1,0,9,11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
711,711,959884,0,0,18,Southampton,6.326428571428571,01/03/2016,2,1,6,13,20,54.6,327,424,0,29,3,4,2,1,0,27,1,1,6,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
712,712,959885,3,2,167,Manchester City,6.75,09/04/2016,8,1,9,11,18,62.1,458,548,0,20,4,3,5,4,1,12,0,1,13,10,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0
713,713,959885,0,1,175,West Bromwich Albion,6.6815384615384605,09/04/2016,8,0,12,21,12,37.9,230,316,0,20,6,1,5,2,0,18,0,2,13,7,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
714,714,959886,0,0,24,Aston Villa,6.80846153846154,13/03/2016,5,2,11,23,9,37.5,236,327,0,27,6,3,4,2,0,13,0,2,12,6,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
