,Unnamed: 0,match_id,result,goals,team_id,team_name,team_rating,date,won_corners,att_sv_low_centre,won_contest,total_tackle,aerial_lost,possession_percentage,accurate_pass,total_pass,att_sv_low_right,total_throws,shot_off_target,total_offside,blocked_scoring_att,ontarget_scoring_att,att_miss_high_right,aerial_won,att_miss_high,att_miss_left,total_scoring_att,fk_foul_lost,att_miss_right,att_goal_low_left,att_sv_low_left,att_goal_low_centre,att_miss_high_left,att_sv_high_centre,att_goal_low_right,att_sv_high_right,att_sv_high_left,att_pen_goal,att_goal_high_right,att_goal_high_left,post_scoring_att,att_post_left,att_post_right,att_post_high,att_goal_high_centre,penalty_save
349,349,959703,0,0,18,Southampton,6.402142857142861,02/01/2016,9,2,2,19,25,58.4,379,494,1,20,5,2,1,4,0,23,3,0,10,7,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
350,350,959704,1,3,15,Chelsea,6.92428571428572,16/01/2016,6,0,13,26,15,54.9,494,569,0,12,3,3,4,7,0,15,0,1,14,12,2,1,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
351,351,959704,1,3,31,Everton,6.8457142857142905,16/01/2016,4,1,14,18,15,45.1,391,477,1,15,3,1,2,4,0,15,0,0,9,5,2,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
352,352,959705,3,2,16,Sunderland,6.93928571428571,13/02/2016,6,1,7,16,10,33.7,158,251,1,18,10,2,6,5,2,11,1,3,21,7,4,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
353,353,959705,0,1,32,Manchester United,6.4785714285714295,13/02/2016,8,2,5,17,11,66.3,411,501,1,20,1,6,5,6,0,10,0,1,12,15,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
354,354,959706,1,1,15,Chelsea,6.882857142857139,07/02/2016,10,1,11,23,16,49.3,326,413,0,25,6,1,5,5,1,18,3,2,16,6,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
355,355,959706,1,1,32,Manchester United,6.913571428571429,07/02/2016,11,1,11,20,18,50.7,350,435,2,29,6,1,4,7,0,16,1,3,17,9,2,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
356,356,959707,3,5,162,Crystal Palace,7.531428571428571,28/11/2015,7,2,14,18,13,53.7,375,449,0,25,6,3,5,8,1,17,3,1,19,7,0,1,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0
357,357,959707,0,1,23,Newcastle United,6.113571428571429,28/11/2015,5,1,9,22,17,46.3,291,394,0,19,1,1,4,2,1,13,0,0,7,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,358,959708,0,1,32,Manchester United,6.6275,19/12/2015,11,0,9,17,15,69.2,499,605,1,33,6,2,3,2,0,13,2,1,11,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
359,359,959708,3,2,168,Norwich,6.927142857142861,19/12/2015,0,1,10,15,13,30.8,197,283,1,19,2,1,0,4,0,15,0,0,6,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,360,959709,3,3,16,Sunderland,6.9828571428571395,02/01/2016,3,1,5,21,15,44.9,281,381,1,27,5,2,3,5,1,26,1,1,13,8,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
361,361,959709,0,1,24,Aston Villa,6.46428571428571,02/01/2016,3,0,13,14,26,55.1,370,470,1,25,5,2,0,3,0,15,0,2,8,13,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
362,362,959710,0,0,26,Liverpool,6.708571428571429,17/01/2016,5,2,12,36,18,53.3,366,491,0,21,10,3,5,4,3,16,1,3,19,6,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
363,363,959710,3,1,32,Manchester United,7.077857142857139,17/01/2016,4,0,13,26,16,46.7,315,431,0,27,5,0,1,1,1,18,0,0,7,18,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0
364,364,959711,0,0,259,Swansea,6.547142857142861,13/02/2016,5,1,3,11,26,54.4,368,466,1,23,8,0,3,2,0,15,1,3,13,10,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
365,365,959711,3,1,18,Southampton,7.065,13/02/2016,4,2,2,11,15,45.6,303,401,0,31,4,2,5,5,0,26,1,1,14,12,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
366,366,959712,1,1,14,Leicester,6.846428571428571,28/11/2015,1,1,11,27,16,31.1,171,267,0,31,2,3,2,3,0,17,0,0,7,5,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
367,367,959712,1,1,32,Manchester United,6.72333333333333,28/11/2015,8,0,8,20,17,68.9,494,593,0,31,4,1,4,2,0,16,2,1,10,7,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
368,368,959713,3,1,14,Leicester,6.957857142857139,27/02/2016,3,1,10,14,27,58.1,333,462,0,29,5,1,5,3,2,23,0,1,13,9,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
369,369,959713,0,0,168,Norwich,6.647142857142861,27/02/2016,4,0,8,17,23,41.9,231,337,1,27,5,4,3,1,0,27,1,3,9,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,370,959714,3,1,26,Liverpool,6.8942857142857195,29/11/2015,8,0,7,24,15,53.7,435,534,0,33,3,0,5,2,0,10,2,0,10,12,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
371,371,959714,0,0,259,Swansea,6.541428571428571,29/11/2015,7,0,9,22,10,46.3,366,449,0,23,5,1,4,0,0,15,1,2,9,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,372,959715,3,3,167,Manchester City,7.362142857142861,28/11/2015,6,3,7,28,10,45.9,312,390,2,23,1,2,6,9,0,13,1,0,16,14,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
373,373,959715,0,1,18,Southampton,6.51857142857143,28/11/2015,4,1,13,18,13,54.1,377,463,2,28,2,6,2,8,0,10,0,0,12,11,1,0,1,0,0,2,0,0,1,0,0,0,1,0,0,1,1,0
374,374,959716,3,2,162,Crystal Palace,6.785,07/05/2016,4,1,11,8,20,57.8,295,390,0,30,6,1,7,4,1,12,2,1,17,8,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
375,375,959716,0,1,96,Stoke,6.56,07/05/2016,3,0,9,16,12,42.2,203,293,2,15,7,3,2,3,0,20,4,1,12,18,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
376,376,959717,0,0,15,Chelsea,6.195,16/04/2016,11,4,14,20,12,51.8,434,529,0,20,3,5,4,4,0,6,2,0,11,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,377,959717,3,3,167,Manchester City,7.59428571428572,16/04/2016,3,2,22,13,6,48.2,426,509,1,18,1,1,2,8,0,12,1,0,11,15,0,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
378,378,959718,3,4,167,Manchester City,7.33428571428571,23/04/2016,9,1,12,16,24,53.2,412,501,0,11,3,1,2,6,0,10,0,1,11,8,2,3,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
379,379,959718,0,0,96,Stoke,6.374615384615389,23/04/2016,4,0,24,18,10,46.8,371,446,0,15,11,2,1,2,1,24,3,3,14,8,2,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0
380,380,959719,3,3,14,Leicester,7.3514285714285705,07/05/2016,12,1,15,17,12,41.3,265,340,2,20,13,2,10,8,2,25,5,1,31,4,5,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
381,381,959719,0,1,31,Everton,6.565,07/05/2016,4,1,11,24,25,58.7,412,504,0,22,3,1,1,5,0,12,0,1,9,12,1,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
382,382,959720,1,1,31,Everton,6.786428571428571,16/04/2016,3,0,13,11,23,49.3,304,392,0,15,2,0,3,2,0,14,1,1,7,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
383,383,959720,1,1,18,Southampton,6.747142857142861,16/04/2016,10,1,8,15,14,50.7,292,378,0,23,9,3,4,4,0,23,3,2,17,14,3,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
384,384,959721,1,0,13,Arsenal,7.40923076923077,24/08/2015,7,0,14,23,29,65.7,564,667,2,18,9,5,5,5,2,20,1,2,19,2,3,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
385,385,959721,1,0,26,Liverpool,7.19,24/08/2015,8,4,9,25,20,34.3,250,351,2,23,4,4,3,8,0,29,1,2,15,13,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
386,386,959722,3,4,168,Norwich,6.937857142857139,11/05/2016,5,1,9,8,17,55.6,394,495,1,31,6,5,6,6,0,12,2,3,18,8,0,0,0,2,0,1,1,0,0,0,0,0,1,0,1,0,0,0
387,387,959722,0,2,27,Watford,6.51,11/05/2016,1,2,11,29,12,44.4,293,400,0,21,2,3,3,7,0,17,1,1,12,13,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
388,388,959723,3,2,26,Liverpool,7.326428571428571,08/05/2016,8,2,13,22,14,66.1,479,563,0,19,8,2,6,5,0,19,1,2,19,10,3,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
389,389,959723,0,0,27,Watford,6.628571428571429,08/05/2016,8,1,20,17,19,33.9,193,271,1,20,8,1,3,3,1,14,3,0,14,15,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
390,390,959724,1,2,14,Leicester,6.488571428571429,17/04/2016,0,0,6,14,16,43.5,225,332,0,22,4,2,0,2,0,17,1,0,6,14,3,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
391,391,959724,1,2,29,West Ham,6.69,17/04/2016,5,1,9,12,17,56.5,320,407,0,27,12,0,3,4,1,16,2,3,19,14,2,0,0,0,3,0,1,1,0,1,0,0,1,0,1,0,1,0
392,392,959725,3,2,162,Crystal Palace,6.786428571428571,22/08/2015,6,1,6,15,27,49.9,283,357,0,15,7,4,3,6,2,24,0,2,16,12,3,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
393,393,959725,0,1,24,Aston Villa,6.70416666666667,22/08/2015,4,1,9,13,24,50.1,283,363,0,22,6,0,3,2,0,27,2,2,11,15,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
394,394,959726,1,0,16,Sunderland,6.9107692307692306,24/04/2016,7,1,4,13,23,29.8,168,268,0,18,6,5,3,3,0,18,0,2,12,10,2,0,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
395,395,959726,1,0,13,Arsenal,6.992857142857139,24/04/2016,7,2,15,6,18,70.2,550,659,1,22,5,4,8,7,0,23,0,2,20,8,2,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
396,396,959727,1,2,167,Manchester City,7.0157142857142905,08/05/2016,7,0,23,22,24,57.2,388,505,0,31,9,3,2,3,0,28,2,3,14,16,2,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0
397,397,959727,1,2,13,Arsenal,6.8907142857142905,08/05/2016,2,0,20,26,28,42.8,273,383,0,17,2,3,1,2,0,24,0,2,5,10,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,398,959728,3,1,32,Manchester United,6.867857142857139,16/04/2016,14,1,4,18,11,66.2,497,581,1,20,7,4,2,4,1,10,2,2,13,9,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
399,399,959728,0,0,24,Aston Villa,6.60083333333333,16/04/2016,3,1,7,21,10,33.8,225,294,0,27,4,0,2,1,1,11,2,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
400,400,959729,0,0,31,Everton,6.630714285714281,23/08/2015,8,0,16,21,16,45.7,334,408,0,18,5,3,4,1,0,11,2,1,10,5,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
401,401,959729,3,2,167,Manchester City,7.217142857142861,23/08/2015,7,2,10,17,11,54.3,414,487,3,26,3,2,4,9,0,16,0,1,16,7,0,0,1,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0
402,402,959730,1,1,30,Tottenham,6.711428571428571,25/04/2016,9,2,10,19,16,66.5,457,537,0,22,8,1,8,2,1,10,1,0,18,8,3,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0
403,403,959730,1,1,175,West Bromwich Albion,6.77083333333333,25/04/2016,7,0,5,20,10,33.5,179,260,0,16,8,1,5,3,0,16,1,2,16,13,4,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0
404,404,959731,0,0,168,Norwich,6.455,07/05/2016,1,1,9,14,17,33.1,170,272,1,27,3,0,3,2,0,15,0,0,8,11,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
405,405,959731,3,1,32,Manchester United,7.00428571428571,07/05/2016,6,1,11,19,15,66.9,471,579,0,31,6,1,7,2,0,17,2,2,15,10,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
406,406,959732,3,3,23,Newcastle United,7.252857142857139,16/04/2016,3,2,7,22,16,34.5,183,290,0,42,4,4,1,7,0,12,1,0,12,13,1,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
407,407,959732,0,0,259,Swansea,6.315,16/04/2016,7,0,7,20,12,65.5,444,561,0,31,7,0,3,1,0,16,2,0,11,9,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
408,408,959733,1,1,14,Leicester,6.74928571428571,22/08/2015,2,1,11,19,25,34.8,180,265,0,21,5,1,6,2,1,16,0,0,13,7,2,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0
409,409,959733,1,1,30,Tottenham,6.7778571428571395,22/08/2015,7,4,11,11,16,65.2,440,523,1,26,9,0,4,6,0,25,5,1,19,14,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
410,410,959734,3,3,29,West Ham,6.996428571428571,10/05/2016,6,1,8,18,14,41.3,228,324,1,21,12,1,2,6,4,21,3,1,20,6,3,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
411,411,959734,0,2,32,Manchester United,6.592857142857139,10/05/2016,2,0,11,25,21,58.7,362,473,0,17,1,2,0,2,1,14,0,0,3,18,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
412,412,959735,3,3,16,Sunderland,6.88,07/05/2016,3,1,7,15,9,31.4,199,287,0,19,3,6,7,4,1,7,1,0,14,11,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
413,413,959735,0,2,15,Chelsea,6.507857142857139,07/05/2016,3,0,14,15,7,68.6,560,652,3,16,0,1,1,8,0,9,0,0,9,9,0,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0
414,414,959736,0,0,168,Norwich,6.142857142857139,16/04/2016,14,2,12,9,26,64.0,279,404,0,39,6,3,6,7,1,20,2,1,19,7,1,0,3,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
415,415,959736,3,3,16,Sunderland,7.515,16/04/2016,0,0,8,14,20,36.0,135,240,0,14,5,5,0,3,3,26,1,1,8,11,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
416,416,959737,1,0,32,Manchester United,6.992142857142861,22/08/2015,11,2,14,17,14,69.3,567,637,4,20,3,4,9,8,0,13,1,0,20,15,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
417,417,959737,1,0,23,Newcastle United,7.007142857142861,22/08/2015,5,0,10,20,13,30.7,201,280,0,13,4,2,3,0,0,14,0,3,7,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
418,418,959738,3,1,13,Arsenal,7.092857142857139,30/04/2016,7,1,12,17,17,68.6,593,697,0,20,6,3,5,3,1,18,1,1,14,8,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
419,419,959738,0,0,168,Norwich,6.45928571428571,30/04/2016,3,1,3,17,18,31.4,201,305,0,15,6,2,3,3,1,17,2,3,12,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
420,420,959739,0,1,30,Tottenham,6.6746153846153895,08/05/2016,10,3,11,14,19,69.8,500,586,0,28,9,1,5,6,0,8,2,3,20,8,2,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
421,421,959739,3,2,18,Southampton,6.975,08/05/2016,2,0,8,26,8,30.2,175,257,0,20,5,4,3,2,0,19,1,0,10,15,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0
422,422,959740,0,0,96,Stoke,6.24923076923077,18/04/2016,5,1,17,25,13,51.2,322,410,0,21,6,0,4,2,1,9,0,2,12,12,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
423,423,959740,3,4,30,Tottenham,7.6528571428571395,18/04/2016,3,1,9,24,9,48.8,314,396,0,29,13,1,4,6,1,13,4,2,23,12,4,0,0,2,0,1,2,0,0,0,0,0,2,0,1,1,0,0
424,424,959741,1,1,168,Norwich,6.686153846153849,22/08/2015,9,1,6,22,10,42.6,256,326,2,26,8,2,5,7,1,11,1,4,20,16,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
425,425,959741,1,1,96,Stoke,6.622857142857139,22/08/2015,0,0,5,15,11,57.4,392,467,0,21,4,4,1,1,0,10,2,1,6,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
426,426,959742,1,2,15,Chelsea,6.90076923076923,02/05/2016,7,1,11,24,17,47.3,283,366,0,25,5,3,3,5,0,16,0,1,13,9,4,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
427,427,959742,1,2,30,Tottenham,6.77571428571429,02/05/2016,8,2,6,23,16,52.7,327,408,1,22,5,0,6,5,0,17,2,2,16,20,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
428,428,959743,0,1,29,West Ham,6.32571428571429,07/05/2016,13,3,8,10,4,51.9,351,427,2,13,8,3,10,7,1,15,3,2,25,11,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
429,429,959743,3,4,259,Swansea,7.4442857142857095,07/05/2016,3,0,10,16,15,48.1,328,408,1,20,3,2,4,6,0,4,1,0,13,8,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
430,430,959744,0,0,175,West Bromwich Albion,6.66928571428571,16/04/2016,9,0,17,13,23,56.7,317,425,1,24,8,1,5,4,2,23,2,2,17,11,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
431,431,959744,3,1,27,Watford,7.154615384615379,16/04/2016,3,0,6,17,23,43.3,229,349,0,22,4,0,3,4,2,23,1,1,11,17,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2
432,432,959745,1,1,16,Sunderland,6.81642857142857,22/08/2015,3,1,12,25,18,39.3,216,318,0,15,5,4,3,2,3,22,1,0,10,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,433,959745,1,1,259,Swansea,6.96583333333333,22/08/2015,4,2,10,9,22,60.7,410,494,1,20,6,2,5,9,0,18,2,0,20,9,3,1,3,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
434,434,959746,3,2,31,Everton,6.877142857142861,30/04/2016,3,3,10,19,16,56.5,499,608,0,23,4,1,3,5,2,15,0,0,12,4,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
435,435,959746,0,1,183,Bournemouth,6.653571428571429,30/04/2016,5,0,11,17,15,43.5,369,455,1,22,7,1,7,2,1,16,1,1,16,8,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
436,436,959747,0,2,24,Aston Villa,6.732142857142861,23/04/2016,6,3,14,21,16,42.0,297,386,1,27,7,0,2,7,0,24,1,3,16,8,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
437,437,959747,3,4,18,Southampton,7.4192307692307695,23/04/2016,11,1,7,21,24,58.0,446,536,0,13,6,4,4,7,0,16,1,1,17,9,1,1,0,2,1,1,1,0,1,0,0,0,2,1,0,1,0,0
438,438,959748,1,0,27,Watford,6.9346153846153795,23/08/2015,5,0,11,15,23,52.0,316,431,0,31,6,4,7,0,1,25,1,2,13,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
439,439,959748,1,0,18,Southampton,6.92428571428571,23/08/2015,2,0,5,14,25,48.0,308,412,1,18,10,2,0,4,1,23,2,3,14,11,2,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0
440,440,959749,1,1,32,Manchester United,6.98,01/05/2016,6,0,24,14,12,70.5,499,592,1,33,7,1,8,6,0,31,2,3,21,16,1,1,0,0,0,2,0,1,1,0,0,0,1,0,1,0,0,0
441,441,959749,1,1,14,Leicester,7.00428571428571,01/05/2016,5,0,16,25,31,29.5,154,248,0,17,7,0,4,3,1,12,2,1,14,10,2,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
442,442,959750,0,1,183,Bournemouth,6.342142857142861,23/04/2016,10,2,12,20,5,45.3,364,446,1,21,6,0,3,4,1,10,2,1,13,11,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
443,443,959750,3,4,15,Chelsea,7.60416666666667,23/04/2016,7,0,19,24,10,54.7,473,560,0,20,4,3,8,4,1,5,1,1,16,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,444,959751,0,2,175,West Bromwich Albion,6.552857142857139,23/08/2015,8,3,6,13,19,43.9,284,373,1,20,6,2,3,6,1,16,3,1,15,9,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
445,445,959751,3,3,15,Chelsea,6.787142857142861,23/08/2015,7,0,7,9,16,56.1,404,496,2,13,7,1,3,5,1,19,1,2,15,12,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
446,446,959752,3,1,23,Newcastle United,7.211428571428571,30/04/2016,4,1,14,27,20,49.5,276,394,1,26,3,0,3,4,0,23,1,2,10,11,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
447,447,959752,0,0,162,Crystal Palace,6.552142857142861,30/04/2016,8,2,11,18,23,50.5,289,399,0,34,5,1,1,3,0,20,0,3,9,12,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
448,448,959753,1,0,162,Crystal Palace,7.104285714285719,13/04/2016,10,1,8,23,15,56.9,422,510,3,17,9,0,3,7,2,21,1,1,19,7,3,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
449,449,959753,1,0,31,Everton,6.8178571428571395,13/04/2016,7,1,9,16,21,43.1,304,399,2,20,2,0,2,5,0,15,1,0,9,9,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0
450,450,959754,0,3,29,West Ham,6.377142857142861,22/08/2015,5,1,7,20,27,45.8,254,373,0,25,3,3,3,4,1,21,1,1,10,8,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
451,451,959754,3,4,183,Bournemouth,7.00571428571429,22/08/2015,4,1,12,17,21,54.2,332,452,1,33,6,1,2,7,0,27,1,1,15,11,3,0,0,0,1,0,2,1,0,1,1,0,0,0,0,0,1,0
452,452,959755,3,4,18,Southampton,7.292857142857139,01/05/2016,9,0,16,38,15,40.2,296,384,0,19,5,3,2,7,0,16,0,1,14,12,4,0,1,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0
453,453,959755,0,2,167,Manchester City,6.67153846153846,01/05/2016,2,2,13,24,16,59.8,486,576,1,20,1,0,0,5,1,15,0,0,6,9,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
454,454,959756,3,4,14,Leicester,7.868571428571429,24/04/2016,4,1,23,30,13,38.3,289,392,2,21,6,3,3,9,2,17,0,0,18,15,1,1,1,1,3,0,2,0,1,0,0,0,0,0,0,0,0,0
455,455,959756,0,0,259,Swansea,6.262857142857139,24/04/2016,6,1,8,28,17,61.7,520,623,0,32,4,1,4,1,0,13,1,1,9,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,456,959757,1,2,24,Aston Villa,7.20916666666667,29/08/2015,5,0,15,20,22,62.0,439,523,0,27,11,0,4,6,1,29,2,3,21,10,5,1,2,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0
457,457,959757,1,2,16,Sunderland,6.84428571428571,29/08/2015,4,0,5,32,29,38.0,241,329,0,14,3,1,1,3,0,22,0,1,7,14,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
458,458,959758,1,1,96,Stoke,6.9028571428571395,30/04/2016,2,0,13,15,17,53.6,264,369,0,20,6,1,2,3,1,34,1,2,11,13,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
459,459,959758,1,1,16,Sunderland,6.468571428571429,30/04/2016,8,3,5,15,34,46.4,195,306,0,29,5,1,4,5,0,17,2,1,14,13,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
460,460,959759,1,2,26,Liverpool,6.7207142857142905,23/04/2016,5,1,13,24,20,67.0,483,609,1,28,3,3,6,4,0,13,1,0,13,8,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
461,461,959759,1,2,23,Newcastle United,6.94928571428571,23/04/2016,4,0,8,31,13,33.0,186,296,0,28,3,1,0,3,1,20,2,0,6,17,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,462,959760,1,1,183,Bournemouth,6.604285714285719,29/08/2015,4,1,6,16,21,56.1,322,435,0,36,0,1,3,2,0,26,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
463,463,959760,1,1,14,Leicester,6.74428571428571,29/08/2015,4,1,12,30,26,43.9,223,336,0,30,2,1,0,2,1,21,1,0,4,19,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
464,464,959761,3,3,259,Swansea,7.1046153846153794,01/05/2016,4,4,6,20,8,47.6,406,480,0,23,4,1,5,9,0,7,2,0,18,12,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
465,465,959761,0,1,26,Liverpool,6.397142857142861,01/05/2016,7,0,16,20,7,52.4,454,533,1,21,3,0,5,3,0,8,1,1,11,13,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
466,466,959762,0,1,15,Chelsea,6.806428571428571,29/08/2015,7,3,13,16,15,63.7,487,582,1,15,9,0,8,9,2,21,3,3,26,9,0,0,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
467,467,959762,3,2,162,Crystal Palace,6.94571428571429,29/08/2015,7,0,4,17,21,36.3,239,321,1,24,6,2,2,5,0,15,2,2,13,15,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
468,468,959763,3,3,27,Watford,6.92461538461538,30/04/2016,8,0,10,14,23,64.7,500,588,3,29,7,1,5,6,0,19,0,2,18,14,3,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
469,469,959763,0,2,24,Aston Villa,6.86307692307692,30/04/2016,4,0,13,17,19,35.3,245,332,0,12,4,3,1,2,1,23,1,0,7,10,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
470,470,959764,0,0,26,Liverpool,6.036428571428571,29/08/2015,5,0,2,12,14,62.7,463,543,0,26,7,1,5,1,2,17,1,2,13,17,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
